Assembly Accession	Assembly Name	Organism Name	Organism Taxonomic ID	ANI Check status	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Annotation Name	Assembly Stats Total Sequence Length	Assembly Stats Total Number of Chromosomes	Assembly Level	Assembly Release Date	WGS project accession	Assembly Stats Contig N50	Assembly Stats Scaffold N50	Assembly Stats Number of Scaffolds	Assembly Submitter	Annotation Count Gene Total	Annotation Count Gene Protein-coding	Type Material Display Text	CheckM contamination
GCF_014023275.1	ASM1402327v1	Nostoc edaphicum CCNP1411	1472755	Inconclusive		CCNP1411					GCF_014023275.1-RS_2024_03_28	8316316	6	Complete Genome	2020-07-31		7733505	7733505	6	University of Gdansk	7054	6706		3.06
GCA_040564635.1	ASM4056463v1	Planktothricoides raciborskii GIHE-MW2	2792601	Inconclusive		GIHE-MW2					Annotation submitted by Organization	7215835	1	Complete Genome	2024-07-08		7215835	7215835	1	Water Environment Research Division, Gyeonggi Provincial Institute of Health and Environment	6078	5876		0.48
GCF_040564635.1	ASM4056463v1	Planktothricoides raciborskii GIHE-MW2	2792601	Inconclusive		GIHE-MW2					GCF_040564635.1-RS_2024_09_22	7215835	1	Complete Genome	2024-07-10		7215835	7215835	1	Water Environment Research Division, Gyeonggi Provincial Institute of Health and Environment	6129	5917		0.48
GCA_042465725.1	Micana_A	Microcoleus anatoxicus	2705319	OK					Neu2020_A		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	6775695	2	Complete Genome	2024-10-01		6658625	6658625	2	Institute of Biology, Laboratory of Microbiology, University of Neuchatel	5926	5687		4.81
GCF_042465725.1	Micana_A	Microcoleus anatoxicus	2705319	OK					Neu2020_A		GCF_042465725.1-RS_2024_10_03	6775695	2	Complete Genome	2024-10-10		6658625	6658625	2	Institute of Biology, Laboratory of Microbiology, University of Neuchatel	5931	5714		4.81
GCA_024584745.1	ASM2458474v1	Dolichospermum heterosporum TAC447	747523	Inconclusive		NIES-1697					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5833376	1	Complete Genome	2022-08-08		5833376	5833376	1	Hokkaido University	5300	5025		0.31
GCF_024584745.1	ASM2458474v1	Dolichospermum heterosporum TAC447	747523	Inconclusive		NIES-1697					GCF_024584745.1-RS_2024_08_22	5833376	1	Complete Genome	2022-08-08		5833376	5833376	1	Hokkaido University	5349	5109		0.31
GCA_019056575.1	ASM1905657v1	Richelia sinica FACHB-800	1357546	Inconclusive		FACHB 800					Annotation submitted by Chinese Academy of Sciences	5729487	1	Complete Genome	2021-06-29		5729487	5729487	1	Chinese Academy of Sciences	5297	5237		0.35
GCF_019056575.1	ASM1905657v1	Richelia sinica FACHB-800	1357546	Inconclusive		FACHB 800					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5729487	1	Complete Genome	2021-06-29		5729487	5729487	1	Chinese Academy of Sciences	4837	4666		0.35
GCA_022376295.1	ASM2237629v1	Nodularia sphaerocarpa UHCC 0038	2761619	Inconclusive		UHCC 0038					Annotation submitted by University of Helsinki	5451672	1	Complete Genome	2022-02-23		5451672	5451672	1	University of Helsinki	4575	4521		0.8
GCF_022376295.1	ASM2237629v1	Nodularia sphaerocarpa UHCC 0038	2761619	Inconclusive		UHCC 0038					GCF_022376295.1-RS_2024_03_28	5451672	1	Complete Genome	2022-02-23		5451672	5451672	1	University of Helsinki	4556	4450		0.8
GCA_029910235.1	ASM2991023v1	Pseudanabaena galeata CCNP1313	2602720	Inconclusive		CCNP1313					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5842326	6	Complete Genome	2023-05-01		4928719	4928719	6	University of Gdańsk	5320	5176		11.86
GCF_029910235.1	ASM2991023v1	Pseudanabaena galeata CCNP1313	2602720	Inconclusive		CCNP1313					GCF_029910235.1-RS_2024_12_02	5842326	6	Complete Genome	2023-05-01		4928719	4928719	6	University of Gdańsk	5336	5131		11.86
GCA_030323025.1	ASM3032302v1	Pseudanabaena mucicola str. Chao 1806	2942274	Inconclusive		Chao 1806						4530340	1	Complete Genome	2023-06-22		4530340	4530340	1	University of Science and Technology of China				5.19
GCF_030323025.1	ASM3032302v1	Pseudanabaena mucicola str. Chao 1806	2942274	Inconclusive		Chao 1806					GCF_030323025.1-RS_2024_06_22	4530340	1	Complete Genome	2023-06-22		4530340	4530340	1	University of Science and Technology of China	4417	4145		5.19
GCA_014489415.1	ASM1448941v1	Cylindrospermopsis curvispora GIHE-G1	2666332	Inconclusive		GIHE-G1					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4057210	2	Complete Genome	2020-09-06		3910736	3910736	2	Gyeonggi Provincial Institute of Health and Environment	3621	3395		0.16
GCF_014489415.1	ASM1448941v1	Cylindrospermopsis curvispora GIHE-G1	2666332	Inconclusive		GIHE-G1					GCF_014489415.1-RS_2024_12_11	4057210	2	Complete Genome	2020-09-06		3910736	3910736	2	Gyeonggi Provincial Institute of Health and Environment	3651	3509		0.16
GCA_029919255.1	ASM2991925v1	cyanobacterium endosymbiont of Epithemia clementina EcSB	3034674	Inconclusive		EcSB			Gazos Creek		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	3072807	1	Complete Genome	2023-05-02		3072807	3072807	1	Stanford University	2050	1910		
GCF_029919255.1	ASM2991925v1	cyanobacterium endosymbiont of Epithemia clementina EcSB	3034674	Inconclusive		EcSB			Gazos Creek		GCF_029919255.1-RS_2024_05_01	3072807	1	Complete Genome	2023-05-02		3072807	3072807	1	Stanford University	2085	1947		
GCA_003574135.1	ASM357413v1	cyanobacterium endosymbiont of Rhopalodia gibberula	1763363	Inconclusive					RgSB		Annotation submitted by Center for Computational Sciences, University of Tsukuba	3020309	1	Complete Genome	2017-10-17		3020309	3020309	1	Center for Computational Sciences, University of Tsukuba	2002	1671		
GCF_003574135.1	ASM357413v1	cyanobacterium endosymbiont of Rhopalodia gibberula	1763363	Inconclusive					cyanobacterium endosymbiont of Rhopalodia gibberula isolate RgSB Namiki Park		GCF_003574135.1-RS_2024_03_28	3020309	1	Complete Genome	2017-10-17		3020309	3020309	1	Center for Computational Sciences, University of Tsukuba	2027	1908		
GCA_000829235.1	ASM82923v1	cyanobacterium endosymbiont of Epithemia turgida isolate EtSB Lake Yunoko	1228987	Inconclusive					ETSB Lake Yunoko		Annotation submitted by Department of Biochemistry & Molecular Biology, Dalhousie University	2794318	1	Complete Genome	2014-07-23		2794318	2794318	1	Department of Biochemistry & Molecular Biology, Dalhousie University	1993	1720		
GCF_000829235.1	ASM82923v1	cyanobacterium endosymbiont of Epithemia turgida isolate EtSB Lake Yunoko	1228987	Inconclusive					ETSB Lake Yunoko		GCF_000829235.1-RS_2024_12_13	2794318	1	Complete Genome	2014-07-23		2794318	2794318	1	Department of Biochemistry & Molecular Biology, Dalhousie University	1888	1739		
GCA_000317535.1	ASM31753v1	Cylindrospermum stagnale PCC 7417	56107	Inconclusive		PCC 7417					Annotation submitted by JGI	7610589	4	Chromosome	2012-12-06		7003560	7003560	4	JGI	6738	6229	assembly from type material	0.36
GCF_000317535.1	ASM31753v1	Cylindrospermum stagnale PCC 7417	56107	Inconclusive		PCC 7417					GCF_000317535.1-RS_2024_05_02	7610589	4	Chromosome	2012-12-06		7003560	7003560	4	JGI	6574	6321	assembly from type material	0.36
GCA_000317145.1	ASM31714v1	Chamaesiphon minutus PCC 6605	1173020	OK		PCC 6605					Annotation submitted by JGI	6761765	3	Chromosome	2012-12-05		6284095	6284095	3	JGI	6426	5945	assembly from type material	2.04
GCF_000317145.1	ASM31714v1	Chamaesiphon minutus PCC 6605	1173020	OK		PCC 6605					GCF_000317145.1-RS_2024_04_07	6761765	3	Chromosome	2012-12-05		6284095	6284095	3	JGI	6479	6340	assembly from type material	2.04
GCA_006968745.1	ASM696874v1	Brasilonema sennae CENA114	415709	OK		CENA114					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	8226398	3	Chromosome	2019-07-15		933492	7782641	3	Sao Paulo State University (UNESP)	6929	6371	assembly from type material	3.89
GCF_006968745.1	ASM696874v1	Brasilonema sennae CENA114	415709	OK		CENA114					GCF_006968745.1-RS_2024_12_09	8226398	3	Chromosome	2019-07-15		933492	7782641	3	Sao Paulo State University (UNESP)	6966	6643	assembly from type material	3.89
GCA_001870225.1	ASM187022v1	Gloeomargarita lithophora Alchichica-D10	1188229	OK		D10					Annotation submitted by universite paris-sud/paris-saclay	3049282	1	Chromosome	2016-11-07		82586	3049282	1	universite paris-sud/paris-saclay	3035	2990	assembly from type material	
GCF_001870225.1	ASM187022v1	Gloeomargarita lithophora Alchichica-D10	1188229	OK		D10					GCF_001870225.1-RS_2024_08_21	3049282	1	Chromosome	2016-11-07		82586	3049282	1	universite paris-sud/paris-saclay	3133	2993	assembly from type material	
GCA_000973065.1	ASM97306v1	Limnospira indica PCC 8005	376219	OK		PCC 8005					Annotation submitted by SCK-CEN, Belgian Nuclear Research Center/Genoscope	6228153	1	Chromosome	2014-02-15		1412831	6228153	1	SCK-CEN, Belgian Nuclear Research Center/Genoscope	6518	5900		
GCF_000973065.1	ASM97306v1	Limnospira indica PCC 8005	376219	OK		PCC 8005					GCF_000973065.1-RS_2024_08_04	6228153	1	Chromosome	2014-02-15		1412831	6228153	1	SCK-CEN, Belgian Nuclear Research Center/Genoscope	5712	5202		
GCA_001298445.1	ASM129844v1	Nostoc piscinale CENA21	224013	Inconclusive		CENA21					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	7094556	1	Chromosome	2015-09-24		1576034	7094556	1	UCSD	6085	5022		1.25
GCF_001298445.1	ASM129844v1	Nostoc piscinale CENA21	224013	Inconclusive		CENA21					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	7094556	1	Chromosome	2015-09-24		1576034	7094556	1	UCSD	6451	5816		1.25
GCA_019598945.1	ASM1959894v1	Sphaerospermopsis torques-reginae ITEP-024	984208	Inconclusive		ITEP-024					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5254542	1	Chromosome	2021-08-14		5254442	5254542	1	University of Sao Paulo , Center for Nuclear Energy in Agriculture	4895	4611		0.11
GCF_019598945.1	ASM1959894v1	Sphaerospermopsis torques-reginae ITEP-024	984208	Inconclusive		ITEP-024					GCF_019598945.1-RS_2024_07_25	5254542	1	Chromosome	2021-08-14		5254442	5254542	1	University of Sao Paulo , Center for Nuclear Energy in Agriculture	4951	4752		0.11
GCA_030409055.1	ASM3040905v1	Trichocoleus desertorum NBK24	3023083	Inconclusive		NBK24						5458034	1	Chromosome	2023-07-05		4513512	5458034	1	Ben Gurion University				0.27
GCF_030409055.1	ASM3040905v1	Trichocoleus desertorum NBK24	3023083	Inconclusive		NBK24					GCF_030409055.1-RS_2024_10_11	5458034	1	Chromosome	2023-07-05		4513512	5458034	1	Ben Gurion University	5018	4897		0.27
GCA_015245355.1	ASM1524535v1	Anabaenopsis elenkinii CCIBt3563	2779889	Inconclusive		CCIBt3563					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4495168	1	Chromosome	2020-11-05		306619	4495168	1	University of Sao Paulo, Center for Nuclear Energy in Agriculture	3918	3704		3.56
GCF_015245355.1	ASM1524535v1	Anabaenopsis elenkinii CCIBt3563	2779889	Inconclusive		CCIBt3563					GCF_015245355.1-RS_2024_11_18	4495168	1	Chromosome	2020-11-05		306619	4495168	1	University of Sao Paulo, Center for Nuclear Energy in Agriculture	3922	3742		3.56
GCA_002368115.1	ASM236811v1	Dolichospermum compactum NIES-806	1973481	Inconclusive		NIES-806					Annotation submitted by Toyohashi University of Technology	5165988	1	Chromosome	2017-06-25		118535	5165988	1	Toyohashi University of Technology	4778	4719		0.31
GCF_002368115.1	ASM236811v1	Dolichospermum compactum NIES-806	1973481	Inconclusive		NIES-806					GCF_002368115.1-RS_2024_12_11	5165988	1	Chromosome	2017-06-25		118535	5165988	1	Toyohashi University of Technology	4835	4567		0.31
GCA_000332235.1	ASM33223v1	Geminocystis herdmanii PCC 6308	113355	OK		PCC 6308						4263418	1	Chromosome	2013-01-22	ALVO01	942652	4263418	1	DOE Joint Genome Institute			assembly from type material	0.4
GCF_000332235.1	ASM33223v1	Geminocystis herdmanii PCC 6308	113355	OK		PCC 6308					GCF_000332235.1-RS_2024_10_11	4263418	1	Chromosome	2013-01-22	ALVO01	942652	4263418	1	DOE Joint Genome Institute	4176	4068	assembly from type material	0.4
GCA_904830955.1	P. tepida_PCC9214	Planktothrix tepida	1678309	OK		PCC9214					Annotation submitted by Justus Liebig Universitat	6791916	3	Chromosome	2022-06-30	CAJGVA01	6266439	6266439	5	Justus Liebig Universitat	5852	5796	assembly from type material	11.71
GCF_904830955.1	P. tepida_PCC9214	Planktothrix tepida	1678309	OK		PCC9214					GCF_904830955.1-RS_2024_07_21	6791916	3	Chromosome	2022-06-30	CAJGVA01	6266439	6266439	5	Justus Liebig Universitat	5885	5704	assembly from type material	11.71
GCA_000010625.1	ASM1062v1	Microcystis aeruginosa NIES-843	449447	OK		NIES-843					Annotation submitted by Kazusa DNA Research Institute	5842795	1	Complete Genome	2008-01-24		5842795	5842795	1	Kazusa DNA Research Institute	6363	6311	assembly from type material	0.35
GCF_000010625.1	ASM1062v1	Microcystis aeruginosa NIES-843	449447	OK		NIES-843					GCF_000010625.1-RS_2024_04_07	5842795	1	Complete Genome	2008-01-24		5842795	5842795	1	Kazusa DNA Research Institute	5792	5224	assembly from type material	0.35
GCA_000010065.1	ASM1006v1	Synechococcus elongatus PCC 6301	269084	OK		PCC 6301					Annotation submitted by Nagoya University, Japan	2696255	1	Complete Genome	2004-12-16		2696255	2696255	1	Nagoya University, Japan	2580	2525	assembly from type material	0.54
GCF_000010065.1	ASM1006v1	Synechococcus elongatus PCC 6301	269084	OK		PCC 6301					GCF_000010065.1-RS_2024_03_15	2696255	1	Complete Genome	2004-12-16		2696255	2696255	1	Nagoya University, Japan	2728	2646	assembly from type material	0.54
GCA_000011465.1	ASM1146v1	Prochlorococcus marinus subsp. pastoris str. CCMP1986	59919	Inconclusive		MED4					Annotation submitted by DOE Joint Genome Institute	1657990	1	Complete Genome	2003-08-18		1657990	1657990	1	DOE Joint Genome Institute	2042	1948	assembly from type material	
GCF_000011465.1	ASM1146v1	Prochlorococcus marinus subsp. pastoris str. CCMP1986	59919	Inconclusive		MED4					GCF_000011465.1-RS_2025_01_23	1657990	1	Complete Genome	2003-08-18		1657990	1657990	1	DOE Joint Genome Institute	1924	1877	assembly from type material	
GCA_000007925.1	ASM792v1	Prochlorococcus marinus subsp. marinus str. CCMP1375	167539	Inconclusive		CCMP1375; SS120					Annotation submitted by CNRS	1751080	1	Complete Genome	2003-07-25		1751080	1751080	1	CNRS	1930	1882	assembly from type material	0.02
GCF_000007925.1	ASM792v1	Prochlorococcus marinus subsp. marinus str. CCMP1375	167539	Inconclusive		CCMP1375; SS120					GCF_000007925.1-RS_2024_04_10	1751080	1	Complete Genome	2003-07-25		1751080	1751080	1	CNRS	1907	1854	assembly from type material	0.02
GCA_043099315.1	ASM4309931v1	Chlorogloeopsis fritschii PCC 6912	211165	OK		PCC 6912					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	7850473	3	Complete Genome	2024-10-14		7528720	7528720	3	School of Life Sciences/Department of Chemistry, University of Warwick	7001	6708	assembly from type material	2.48
GCF_043099315.1	ASM4309931v1	Chlorogloeopsis fritschii PCC 6912	211165	OK		PCC 6912					GCF_043099315.1-RS_2024_10_15	7850473	3	Complete Genome	2024-10-17		7528720	7528720	3	School of Life Sciences/Department of Chemistry, University of Warwick	7001	6708	assembly from type material	2.48
GCA_012516315.1	ASM1251631v1	Limnospira fusiformis SAG 85.79	1521533	Inconclusive		SAG 85.79					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	6423694	1	Complete Genome	2020-04-18		6423694	6423694	1	University of California, Santa Cruz	6130	5419	assembly from type material	0.24
GCF_012516315.1	ASM1251631v1	Limnospira fusiformis SAG 85.79	1521533	Inconclusive		SAG 85.79					GCF_012516315.1-RS_2024_08_04	6423694	1	Complete Genome	2020-04-18		6423694	6423694	1	University of California, Santa Cruz	6156	5627	assembly from type material	0.24
GCA_000009725.1	ASM972v1	Synechocystis sp. PCC 6803	1148	Inconclusive		PCC 6803					Annotation submitted by Kazusa	3947019	5	Complete Genome	2004-05-11		3573470	3573470	5	Kazusa	3426	3419		1.24
GCF_000009725.1	ASM972v1	Synechocystis sp. PCC 6803	1148	Inconclusive		PCC 6803					GCF_000009725.1-RS_2025_01_26	3947019	5	Complete Genome	2004-05-11		3573470	3573470	5	Kazusa	3748	3627		1.24
GCA_018845095.1	ASM1884509v1	Synechocystis sp. PCC 6803	1148	Inconclusive		PCC 6803					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	3947544	7	Complete Genome	2021-06-11		3571181	3571181	7	Technical University of Munich	3690	3556		1.11
GCF_018845095.1	ASM1884509v1	Synechocystis sp. PCC 6803	1148	Inconclusive		PCC 6803					GCF_018845095.1-RS_2024_08_24	3947544	7	Complete Genome	2021-06-11		3571181	3571181	7	Technical University of Munich	3741	3623		1.11
GCA_000270265.1	ASM27026v1	Synechocystis sp. PCC 6803	1148	Inconclusive		GT-S					Annotation submitted by Graduate School of Arts and Sciences, University of Tokyo	3571103	1	Complete Genome	2011-07-01		3571103	3571103	1	Graduate School of Arts and Sciences, University of Tokyo	3220	3171		0.57
GCF_000270265.1	ASM27026v1	Synechocystis sp. PCC 6803	1148	Inconclusive		GT-S					GCF_000270265.1-RS_2024_08_13	3571103	1	Complete Genome	2011-07-01		3571103	3571103	1	Graduate School of Arts and Sciences, University of Tokyo	3348	3245		0.57
GCA_022869765.1	ASM2286976v1	Synechocystis sp. PCC 6803	1148	Inconclusive		PCC 6803 substr. GT-T					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	3569929	1	Complete Genome	2022-04-11		3569929	3569929	1	University of Turku	3323	3213		0.57
GCF_022869765.1	ASM2286976v1	Synechocystis sp. PCC 6803	1148	Inconclusive		PCC 6803 substr. GT-T					GCF_022869765.1-RS_2024_07_21	3569929	1	Complete Genome	2022-04-11		3569929	3569929	1	University of Turku	3347	3243		0.57
GCA_000340785.1	ASM34078v1	Synechocystis sp. PCC 6803	1148	Inconclusive		PCC 6803					Annotation submitted by Institute of Biology 3, Faculty of Biology, Albert-Ludwigs-University Freiburg	3949306	8	Complete Genome	2013-02-19		3569561	3569561	8	Institute of Biology 3, Faculty of Biology, Albert-Ludwigs-University Freiburg	3610	3561		1.11
GCF_000340785.1	ASM34078v1	Synechocystis sp. PCC 6803	1148	Inconclusive		PCC 6803					GCF_000340785.1-RS_2024_08_13	3949306	8	Complete Genome	2013-02-19		3569561	3569561	8	Institute of Biology 3, Faculty of Biology, Albert-Ludwigs-University Freiburg	3745	3627		1.11
GCA_001318385.1	ASM131838v1	Synechocystis sp. PCC 6803	1148	Inconclusive		PCC 6803 substr. GT-G					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	3569196	1	Complete Genome	2015-10-16		3569196	3569196	1	South China University of Technology	3299	3233		0.57
GCF_001318385.1	ASM131838v1	Synechocystis sp. PCC 6803	1148	Inconclusive		PCC 6803 substr. GT-G					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	3569196	1	Complete Genome	2015-10-16		3569196	3569196	1	South China University of Technology	3338	3232		0.57
GCA_000284135.1	ASM28413v1	Synechocystis sp. PCC 6803 substr. GT-I	1080228	Inconclusive							Annotation submitted by University of Tokyo , Department of Agriculture,	3570004	1	Complete Genome	2011-12-01		3570004	3570004	1	University of Tokyo , Department of Agriculture,	3219	3170		0.57
GCF_000284135.1	ASM28413v1	Synechocystis sp. PCC 6803 substr. GT-I	1080228	Inconclusive		PCC 6803 substr. GT-I					GCF_000284135.1-RS_2024_08_13	3570004	1	Complete Genome	2011-12-01		3570004	3570004	1	University of Tokyo , Department of Agriculture,	3349	3245		0.57
GCA_000284455.1	ASM28445v1	Synechocystis sp. PCC 6803 substr. PCC-P	1080230	Inconclusive							Annotation submitted by University of Tokyo,  Department of Agriculture	3570114	1	Complete Genome	2011-12-01		3570114	3570114	1	University of Tokyo,  Department of Agriculture	3218	3169		0.57
